EmployeeID,Age,Gender,Department,JobRole,MaritalStatus,Education,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,OverTime,PerformanceRating,Attrition,AgeGroup,TenureGroup,SalaryBand,PromotionStatus,AttritionFlag
2889,42,Male,Admin,Laboratory Technician,Single,Bachelor,7404,14,3,3,2,No,4,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2890,43,Female,Operations,HR Associate,Divorced,PhD,9273,26,4,4,1,No,3,Yes,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2891,35,Female,R&D,HR Manager,Single,Bachelor,12512,4,6,2,1,Yes,2,No,30-40,3-6 Years,High,Promoted 1-2 Yrs Ago,0
2892,26,Female,R&D,HR Manager,Married,Master,3055,0,6,1,2,Yes,2,No,<30,0-2 Years,Low,Promoted 1-2 Yrs Ago,0
2893,27,Male,Sales,Finance Analyst,Divorced,Master,12423,5,3,2,2,Yes,3,Yes,<30,3-6 Years,High,Promoted 1-2 Yrs Ago,1
2894,36,Male,Operations,Research Scientist,Single,PhD,3489,17,7,2,2,No,2,Yes,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2895,37,Male,HR,Admin Assistant,Single,Bachelor,12423,23,0,4,2,No,4,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2896,46,Male,R&D,Operations Manager,Single,Master,11487,21,8,1,4,Yes,4,No,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,0
2897,32,Female,HR,Sales Representative,Single,PhD,13521,19,10,2,4,Yes,3,Yes,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,1
2898,37,Male,Operations,HR Associate,Single,Bachelor,4220,0,2,2,3,Yes,4,Yes,30-40,0-2 Years,Low,Promoted 1-2 Yrs Ago,1
2899,48,Female,HR,Finance Analyst,Married,Bachelor,4636,13,4,4,1,No,2,No,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2900,36,Female,HR,Admin Assistant,Single,Master,2789,0,7,4,2,No,4,Yes,30-40,0-2 Years,Low,Promoted 3-5 Yrs Ago,1
2901,43,Female,Admin,Laboratory Technician,Single,PhD,5270,12,5,2,2,No,4,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2902,27,Male,R&D,Sales Executive,Divorced,Bachelor,9612,21,2,4,4,Yes,4,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2903,33,Male,IT,Laboratory Technician,Married,Bachelor,8965,13,1,1,4,No,4,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2904,25,Male,Finance,Sales Representative,Married,Bachelor,10230,19,2,4,1,No,3,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
2905,25,Female,IT,Admin Assistant,Married,Bachelor,3801,14,9,1,4,No,3,Yes,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2906,27,Female,HR,Operations Manager,Married,Bachelor,2815,19,2,1,4,Yes,4,Yes,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2907,52,Female,Admin,Sales Executive,Married,Bachelor,13296,9,10,4,1,No,3,Yes,51+,7-10 Years,High,Promoted 3-5 Yrs Ago,1
2908,46,Female,Finance,Sales Representative,Single,PhD,6704,23,3,1,3,No,2,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2909,35,Male,Admin,IT Specialist,Married,Bachelor,7738,0,4,1,1,Yes,2,No,30-40,0-2 Years,Medium,Promoted 1-2 Yrs Ago,0
2910,38,Male,HR,IT Specialist,Divorced,Bachelor,12403,1,8,1,3,No,3,No,30-40,0-2 Years,High,Promoted 1-2 Yrs Ago,0
2911,50,Female,Operations,HR Manager,Divorced,PhD,3514,21,7,3,2,Yes,3,Yes,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2912,43,Female,IT,Sales Executive,Married,PhD,13946,2,0,4,3,Yes,3,No,41-50,0-2 Years,High,Promoted 3-5 Yrs Ago,0
2913,54,Male,R&D,Research Scientist,Married,Master,4891,30,10,3,2,No,4,No,51+,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2914,22,Male,Finance,HR Associate,Married,PhD,6380,22,4,1,4,No,2,No,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2915,33,Female,Finance,Sales Representative,Divorced,PhD,3932,4,5,3,2,Yes,2,Yes,30-40,3-6 Years,Low,Promoted 3-5 Yrs Ago,1
2916,57,Female,HR,Admin Assistant,Married,Bachelor,7290,7,1,3,4,No,3,Yes,51+,7-10 Years,Medium,Promoted 3-5 Yrs Ago,1
2917,49,Male,Sales,HR Manager,Married,PhD,9687,29,4,1,2,Yes,4,Yes,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2918,60,Male,IT,Admin Assistant,Single,PhD,5752,15,2,3,2,No,2,No,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2919,49,Female,Sales,Laboratory Technician,Divorced,Bachelor,12597,12,9,1,3,No,2,No,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,0
2920,42,Male,R&D,Sales Representative,Single,Bachelor,12260,6,9,2,4,No,2,Yes,41-50,3-6 Years,High,Promoted 1-2 Yrs Ago,1
2921,39,Female,Sales,Laboratory Technician,Married,PhD,9583,16,3,4,4,Yes,4,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2922,32,Female,Operations,HR Manager,Divorced,Master,2564,22,8,2,4,No,2,Yes,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2923,31,Male,Finance,Sales Representative,Divorced,Bachelor,6690,13,0,1,2,Yes,4,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2924,52,Male,Sales,IT Specialist,Divorced,PhD,7190,7,5,2,3,Yes,2,Yes,51+,7-10 Years,Medium,Promoted 1-2 Yrs Ago,1
2925,58,Female,HR,Admin Assistant,Single,Bachelor,7890,27,6,1,1,No,3,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2926,45,Male,IT,Laboratory Technician,Married,PhD,2888,25,4,4,1,Yes,4,No,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2927,30,Male,HR,Research Scientist,Single,Master,6187,12,10,2,4,Yes,3,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2928,52,Male,IT,Sales Executive,Divorced,Bachelor,7077,13,6,3,4,Yes,4,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2929,50,Female,Operations,Admin Assistant,Divorced,PhD,13806,26,2,1,1,Yes,2,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
2930,51,Female,Operations,Finance Analyst,Married,Bachelor,10197,6,3,4,2,Yes,3,No,51+,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2931,33,Male,HR,Finance Analyst,Single,PhD,4454,21,6,4,2,Yes,4,No,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2932,51,Male,HR,HR Manager,Divorced,PhD,7421,17,10,1,3,No,4,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2933,55,Male,HR,Laboratory Technician,Married,Bachelor,4437,25,2,4,2,No,2,No,51+,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2934,53,Female,Finance,Sales Representative,Single,Bachelor,7977,21,1,2,3,No,3,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2935,60,Male,Sales,Sales Representative,Single,Bachelor,5735,24,7,1,3,Yes,2,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2936,60,Male,HR,Operations Manager,Divorced,Bachelor,5594,30,2,3,1,No,3,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2937,41,Female,Sales,Research Scientist,Divorced,Bachelor,11493,17,8,1,1,Yes,2,No,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,0
2938,56,Female,R&D,Research Scientist,Single,PhD,4855,19,0,2,3,No,2,Yes,51+,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2939,50,Female,Sales,Research Scientist,Single,PhD,12958,9,8,4,1,Yes,2,No,41-50,7-10 Years,High,Promoted 3-5 Yrs Ago,0
2940,51,Female,Admin,HR Associate,Married,Bachelor,4383,26,3,3,3,No,4,Yes,51+,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2941,28,Female,R&D,Finance Analyst,Single,Master,12723,29,5,1,1,No,2,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
2942,52,Female,HR,Laboratory Technician,Single,Master,4816,24,4,2,4,No,4,No,51+,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2943,24,Female,HR,Research Scientist,Single,PhD,10849,27,0,3,4,Yes,3,No,<30,10+ Years,High,Promoted 3-5 Yrs Ago,0
2944,51,Male,IT,Research Scientist,Married,Bachelor,11031,2,6,4,2,Yes,3,Yes,51+,0-2 Years,High,Promoted 3-5 Yrs Ago,1
2945,34,Male,IT,IT Specialist,Single,Bachelor,3461,11,9,2,4,Yes,4,Yes,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2946,29,Male,HR,Operations Manager,Divorced,PhD,7602,8,5,1,2,No,3,Yes,<30,7-10 Years,Medium,Promoted 1-2 Yrs Ago,1
2947,44,Female,IT,IT Specialist,Divorced,Bachelor,13685,25,5,4,4,Yes,2,No,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,0
2948,53,Male,Finance,IT Specialist,Divorced,Bachelor,6247,18,9,4,2,Yes,3,No,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2949,22,Male,R&D,Sales Executive,Married,Master,2568,7,2,2,3,Yes,4,No,<30,7-10 Years,Low,Promoted 1-2 Yrs Ago,0
2950,46,Male,Admin,HR Manager,Divorced,PhD,12421,7,9,2,2,No,2,No,41-50,7-10 Years,High,Promoted 1-2 Yrs Ago,0
2951,49,Female,HR,Laboratory Technician,Single,PhD,6498,4,10,3,4,Yes,4,Yes,41-50,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2952,42,Female,Admin,Research Scientist,Married,Master,7046,12,1,3,2,Yes,3,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2953,25,Female,HR,Admin Assistant,Divorced,Master,10181,8,0,4,1,No,4,Yes,<30,7-10 Years,High,Promoted 3-5 Yrs Ago,1
2954,34,Male,IT,Sales Executive,Single,Bachelor,6488,19,8,2,2,No,4,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2955,30,Female,Admin,HR Associate,Single,Bachelor,5566,7,5,4,4,Yes,3,No,30-40,7-10 Years,Medium,Promoted 3-5 Yrs Ago,0
2956,29,Male,Operations,HR Associate,Married,Bachelor,6170,30,2,3,4,No,2,Yes,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2957,57,Female,HR,HR Manager,Married,Bachelor,6817,17,5,1,4,No,2,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2958,49,Female,HR,HR Manager,Married,Master,8749,3,5,4,2,Yes,2,No,41-50,3-6 Years,Medium,Promoted 3-5 Yrs Ago,0
2959,56,Female,IT,HR Manager,Divorced,Master,7688,6,4,2,1,Yes,4,No,51+,3-6 Years,Medium,Promoted 1-2 Yrs Ago,0
2960,22,Male,HR,HR Manager,Divorced,Bachelor,7870,19,5,4,2,No,2,Yes,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2961,29,Female,Finance,Laboratory Technician,Married,PhD,7780,29,4,4,2,Yes,2,Yes,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2962,30,Male,Operations,Research Scientist,Married,Bachelor,12410,0,5,2,2,Yes,2,No,30-40,0-2 Years,High,Promoted 1-2 Yrs Ago,0
2963,59,Male,R&D,Admin Assistant,Married,PhD,10135,29,7,3,4,Yes,4,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2964,34,Female,Operations,HR Associate,Divorced,Bachelor,8473,10,1,3,2,Yes,3,No,30-40,7-10 Years,Medium,Promoted 3-5 Yrs Ago,0
2965,30,Male,HR,Operations Manager,Divorced,Bachelor,10247,11,2,4,2,No,4,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2966,36,Male,IT,Research Scientist,Married,Bachelor,11510,20,3,1,4,Yes,2,Yes,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,1
2967,38,Female,Finance,Admin Assistant,Divorced,PhD,14629,21,0,2,4,Yes,4,Yes,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,1
2968,23,Male,HR,Sales Executive,Single,Bachelor,8763,4,4,2,3,Yes,2,No,<30,3-6 Years,Medium,Promoted 1-2 Yrs Ago,0
2969,44,Male,Operations,Operations Manager,Divorced,PhD,13287,14,8,1,3,Yes,2,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
2970,25,Female,Admin,Research Scientist,Married,PhD,3504,19,7,1,1,Yes,3,No,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2971,24,Female,HR,HR Associate,Single,Master,9408,24,7,2,4,Yes,4,No,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2972,34,Female,HR,Sales Representative,Divorced,Bachelor,9438,5,9,3,1,No,2,No,30-40,3-6 Years,Medium,Promoted 3-5 Yrs Ago,0
2973,24,Male,Sales,HR Associate,Divorced,PhD,6888,21,4,4,4,Yes,2,Yes,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2974,34,Male,HR,Sales Representative,Married,Master,10768,21,2,3,4,Yes,4,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2975,36,Female,Finance,HR Associate,Divorced,Bachelor,7306,17,1,2,3,No,2,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2976,60,Male,R&D,Research Scientist,Divorced,Bachelor,12089,12,4,1,4,No,4,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
2977,35,Male,Finance,Sales Executive,Single,Bachelor,6785,24,6,2,3,No,3,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2978,35,Male,Sales,HR Manager,Married,Bachelor,12820,20,1,4,3,No,3,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2979,55,Male,Finance,IT Specialist,Married,Master,10624,14,8,1,3,No,3,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
2980,22,Male,HR,HR Manager,Single,Master,5733,29,5,3,2,Yes,4,Yes,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2981,33,Male,IT,Finance Analyst,Single,PhD,12113,29,5,1,2,No,3,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2982,51,Female,Finance,Research Scientist,Married,Bachelor,6122,28,1,4,2,Yes,2,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2983,38,Female,R&D,Admin Assistant,Married,Master,6109,6,8,3,1,Yes,2,Yes,30-40,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2984,52,Female,Finance,Research Scientist,Married,Master,14405,24,8,3,1,No,3,Yes,51+,10+ Years,High,Promoted 3-5 Yrs Ago,1
2985,44,Male,HR,Finance Analyst,Married,Bachelor,12544,10,6,1,1,Yes,3,No,41-50,7-10 Years,High,Promoted 1-2 Yrs Ago,0
2986,45,Female,HR,Operations Manager,Married,Master,4396,19,10,4,3,Yes,3,No,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2987,44,Female,R&D,Sales Representative,Married,PhD,6301,19,1,2,2,No,2,Yes,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2988,43,Female,Finance,Operations Manager,Married,Master,5529,26,6,1,4,No,2,Yes,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2989,37,Female,Sales,Laboratory Technician,Divorced,Master,12530,28,9,4,4,No,4,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2990,40,Male,IT,IT Specialist,Married,PhD,13083,21,5,4,3,Yes,3,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2991,23,Female,R&D,Sales Representative,Married,Master,4257,4,2,2,2,No,3,No,<30,3-6 Years,Low,Promoted 1-2 Yrs Ago,0
2992,50,Male,R&D,Laboratory Technician,Single,Bachelor,4259,27,3,2,4,No,4,No,41-50,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2993,28,Male,Admin,HR Associate,Divorced,Master,10757,12,8,1,4,No,2,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
2994,32,Female,Finance,Sales Representative,Divorced,PhD,4106,18,10,1,4,Yes,3,No,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2995,59,Female,Admin,IT Specialist,Divorced,Master,12995,13,0,2,1,No,4,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
2996,24,Male,Sales,Sales Representative,Single,Master,13223,4,2,3,3,Yes,3,Yes,<30,3-6 Years,High,Promoted 3-5 Yrs Ago,1
2997,35,Female,IT,HR Manager,Married,PhD,7666,20,6,4,4,No,4,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2998,47,Male,Finance,Sales Executive,Married,Bachelor,2738,13,4,4,4,No,4,Yes,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2999,40,Male,HR,Sales Executive,Single,PhD,11729,19,4,4,1,No,2,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
3000,45,Male,Sales,HR Manager,Single,PhD,6964,24,8,2,4,No,3,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3001,43,Female,IT,Admin Assistant,Married,Bachelor,13599,13,1,4,2,Yes,2,No,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,0
3002,33,Female,Finance,Sales Executive,Divorced,PhD,9760,6,7,4,3,Yes,2,No,30-40,3-6 Years,Medium,Promoted 3-5 Yrs Ago,0
3003,52,Female,IT,Laboratory Technician,Single,Bachelor,8303,0,0,2,4,No,3,No,51+,0-2 Years,Medium,Promoted 1-2 Yrs Ago,0
3004,43,Male,R&D,Operations Manager,Single,PhD,7970,17,10,4,4,No,3,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3005,41,Female,HR,Research Scientist,Divorced,PhD,9244,14,7,4,1,No,2,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3006,52,Male,Sales,Admin Assistant,Single,Bachelor,12476,2,6,1,3,No,4,No,51+,0-2 Years,High,Promoted 1-2 Yrs Ago,0
3007,53,Female,HR,Sales Executive,Single,PhD,2799,13,8,4,1,Yes,2,Yes,51+,10+ Years,Low,Promoted 3-5 Yrs Ago,1
3008,22,Male,Finance,Laboratory Technician,Divorced,PhD,6315,6,6,3,4,Yes,2,Yes,<30,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
3009,52,Male,R&D,Sales Executive,Married,Bachelor,11566,5,4,2,3,Yes,2,Yes,51+,3-6 Years,High,Promoted 1-2 Yrs Ago,1
3010,23,Male,R&D,Operations Manager,Divorced,Bachelor,9553,19,5,1,4,No,2,Yes,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3011,38,Male,Operations,Laboratory Technician,Divorced,Master,13017,7,1,2,2,Yes,4,Yes,30-40,7-10 Years,High,Promoted 1-2 Yrs Ago,1
3012,56,Male,Finance,HR Manager,Single,PhD,14677,1,5,2,4,No,4,No,51+,0-2 Years,High,Promoted 1-2 Yrs Ago,0
3013,60,Male,R&D,Operations Manager,Married,Bachelor,4913,8,9,3,2,Yes,2,No,51+,7-10 Years,Low,Promoted 3-5 Yrs Ago,0
3014,27,Male,Operations,Operations Manager,Married,Master,8961,5,3,3,2,Yes,2,Yes,<30,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
3015,43,Female,Sales,Research Scientist,Divorced,PhD,4023,17,9,1,1,No,2,No,41-50,10+ Years,Low,Promoted 1-2 Yrs Ago,0
3016,28,Male,IT,Admin Assistant,Married,PhD,4925,23,5,1,4,Yes,4,No,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,0
3017,23,Female,Sales,Operations Manager,Married,PhD,7354,12,0,4,2,No,4,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3018,49,Female,Finance,Admin Assistant,Divorced,PhD,11087,3,9,1,4,No,4,No,41-50,3-6 Years,High,Promoted 1-2 Yrs Ago,0
3019,45,Male,Operations,Sales Representative,Married,PhD,6218,25,5,1,3,No,2,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3020,22,Male,Sales,HR Associate,Single,PhD,14567,23,2,4,1,Yes,4,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
3021,33,Male,Sales,Sales Executive,Divorced,Master,9189,24,2,3,3,No,3,No,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3022,45,Male,Sales,Laboratory Technician,Single,Bachelor,5005,4,5,4,2,No,3,No,41-50,3-6 Years,Medium,Promoted 3-5 Yrs Ago,0
3023,44,Male,Admin,HR Manager,Married,Bachelor,6566,28,4,3,4,Yes,2,Yes,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3024,45,Female,HR,IT Specialist,Single,Master,14652,20,4,3,4,No,2,No,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,0
3025,59,Female,Finance,Admin Assistant,Divorced,Bachelor,9130,8,1,2,3,Yes,2,No,51+,7-10 Years,Medium,Promoted 1-2 Yrs Ago,0
3026,43,Female,IT,Admin Assistant,Married,Bachelor,9129,23,7,4,1,Yes,3,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3027,39,Female,Operations,Operations Manager,Divorced,Master,11708,30,10,2,2,No,2,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
3028,42,Female,IT,Admin Assistant,Married,PhD,10143,15,6,2,4,Yes,2,No,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,0
3029,38,Female,Admin,Sales Executive,Married,Master,13252,3,4,2,4,No,4,No,30-40,3-6 Years,High,Promoted 1-2 Yrs Ago,0
3030,46,Female,Finance,Operations Manager,Single,Master,2989,23,3,4,3,No,2,No,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,0
3031,32,Female,Finance,Admin Assistant,Divorced,PhD,10045,17,0,4,1,Yes,2,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
3032,60,Female,HR,HR Associate,Divorced,Master,2801,11,0,1,2,No,3,No,51+,10+ Years,Low,Promoted 1-2 Yrs Ago,0
3033,36,Female,Finance,Admin Assistant,Divorced,PhD,10777,17,0,2,3,No,3,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
3034,41,Female,Operations,Finance Analyst,Married,Bachelor,4663,5,4,3,1,No,4,No,41-50,3-6 Years,Low,Promoted 3-5 Yrs Ago,0
3035,56,Male,R&D,Laboratory Technician,Divorced,Master,12694,8,3,4,3,No,4,No,51+,7-10 Years,High,Promoted 3-5 Yrs Ago,0
3036,27,Male,Operations,Operations Manager,Single,Bachelor,13444,14,1,2,1,Yes,4,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
3037,27,Male,Finance,Finance Analyst,Married,Bachelor,9481,30,9,1,3,Yes,3,No,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3038,52,Female,IT,HR Associate,Single,Master,6361,29,1,4,4,No,4,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3039,26,Female,Finance,HR Manager,Single,Bachelor,14855,11,2,3,4,Yes,4,No,<30,10+ Years,High,Promoted 3-5 Yrs Ago,0
3040,27,Male,Sales,IT Specialist,Divorced,Bachelor,14994,27,6,1,3,Yes,2,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
3041,34,Female,Finance,HR Associate,Married,Bachelor,9086,20,9,2,3,No,2,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3042,29,Male,Operations,Research Scientist,Single,PhD,3707,29,7,2,4,No,4,No,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,0
3043,44,Male,Sales,Finance Analyst,Divorced,PhD,8652,2,2,4,3,No,2,Yes,41-50,0-2 Years,Medium,Promoted 3-5 Yrs Ago,1
3044,46,Male,Operations,Laboratory Technician,Divorced,PhD,11571,2,4,4,4,Yes,3,No,41-50,0-2 Years,High,Promoted 3-5 Yrs Ago,0
3045,42,Male,Sales,HR Associate,Divorced,Master,7697,18,6,1,4,No,3,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3046,36,Male,Finance,Sales Representative,Married,PhD,7487,28,9,1,4,Yes,2,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3047,37,Female,Operations,Operations Manager,Single,Bachelor,5159,15,6,2,3,No,4,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3048,25,Male,HR,Sales Representative,Single,PhD,9803,23,0,1,1,No,3,No,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3049,30,Female,Operations,HR Associate,Divorced,PhD,9128,11,4,3,3,No,3,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3050,57,Female,IT,Operations Manager,Married,Master,7366,0,1,2,3,No,3,No,51+,0-2 Years,Medium,Promoted 1-2 Yrs Ago,0
3051,38,Female,IT,Sales Representative,Divorced,Master,7416,30,9,3,2,No,4,No,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3052,57,Female,Finance,HR Manager,Divorced,Bachelor,8796,16,4,3,4,No,3,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3053,47,Male,IT,Sales Representative,Divorced,Master,11356,5,4,4,3,Yes,2,Yes,41-50,3-6 Years,High,Promoted 3-5 Yrs Ago,1
3054,32,Male,Finance,Sales Executive,Divorced,Master,14688,3,6,2,1,Yes,3,Yes,30-40,3-6 Years,High,Promoted 1-2 Yrs Ago,1
3055,22,Male,R&D,Laboratory Technician,Single,Master,14527,30,8,4,3,Yes,3,No,<30,10+ Years,High,Promoted 3-5 Yrs Ago,0
3056,43,Male,Finance,HR Associate,Divorced,Bachelor,13215,25,2,3,2,No,3,Yes,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,1
3057,42,Male,Sales,Sales Representative,Married,Master,3930,12,4,1,3,Yes,2,No,41-50,10+ Years,Low,Promoted 1-2 Yrs Ago,0
3058,34,Female,Finance,Sales Executive,Divorced,Bachelor,2955,10,6,1,2,Yes,2,No,30-40,7-10 Years,Low,Promoted 1-2 Yrs Ago,0
3059,46,Male,HR,Finance Analyst,Single,PhD,4114,17,0,4,2,Yes,3,Yes,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,1
3060,39,Female,Sales,Operations Manager,Divorced,PhD,5222,24,1,4,2,No,2,No,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3061,53,Female,R&D,Research Scientist,Married,PhD,9653,26,10,2,2,Yes,3,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3062,33,Female,Sales,Sales Representative,Divorced,Master,3638,14,3,2,3,No,3,No,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,0
3063,32,Female,HR,Operations Manager,Divorced,Bachelor,4320,16,8,2,3,Yes,3,No,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,0
3064,59,Male,HR,Sales Representative,Divorced,Bachelor,7382,30,9,3,2,No,4,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3065,23,Female,R&D,Operations Manager,Married,Master,13145,26,4,1,1,Yes,4,No,<30,10+ Years,High,Promoted 1-2 Yrs Ago,0
